,value_normalized
19165,"[1.0, 1.0, 1.0]"
19166,"[1.0, 1.0, 1.0, 1.0]"
19167,"[1.0, 1.0, 1.0, 1.0, 1.0]"
19168,[1.0]
19169,"[1.0, 1.0]"
19170,"[1.0, 1.0, 1.0]"
19171,"[1.0, 1.0, 1.0, 1.0]"
19172,[0.3333333333333333]
19173,"[0.3333333333333333, 1.0]"
19174,"[0.3333333333333333, 1.0, 1.0]"
19175,"[0.3333333333333333, 1.0, 1.0, 1.0]"
19176,[0.5384615384615384]
19177,"[0.5384615384615384, 1.0]"
19178,"[0.5384615384615384, 1.0, 1.0]"
19179,"[0.5384615384615384, 1.0, 1.0, 0.3333333333333333]"
19180,"[0.5384615384615384, 1.0, 1.0, 0.3333333333333333, 0.7777777777777778]"
19181,[1.0]
19182,"[1.0, 0.3333333333333333]"
19183,"[1.0, 0.3333333333333333, 0.6]"
19184,"[1.0, 0.3333333333333333, 0.6, 1.0]"
19185,"[1.0, 0.3333333333333333, 0.6, 1.0, 0.8095238095238095]"
19186,[0.6666666666666666]
19187,"[0.6666666666666666, 1.0]"
19188,"[0.6666666666666666, 1.0, 1.0]"
19189,"[0.6666666666666666, 1.0, 1.0, 0.7777777777777778]"
19190,[1.0]
19191,"[1.0, 1.0]"
19192,"[1.0, 1.0, 0.6]"
19193,"[1.0, 1.0, 0.6, 1.0]"
19194,[0.1111111111111111]
19195,"[0.1111111111111111, 1.0]"
19196,"[0.1111111111111111, 1.0, 1.0]"
19197,"[0.1111111111111111, 1.0, 1.0, 1.0]"
19198,"[0.1111111111111111, 1.0, 1.0, 1.0, 1.0]"
19199,[1.0]
19200,"[1.0, 1.0]"
19201,"[1.0, 1.0, 1.0]"
19202,"[1.0, 1.0, 1.0, 1.0]"
19203,[1.0]
19204,"[1.0, 1.0]"
19205,"[1.0, 1.0, 0.7777777777777778]"
19206,"[1.0, 1.0, 0.7777777777777778, 1.0]"
19207,[0.3333333333333333]
19208,"[0.3333333333333333, 0.5555555555555556]"
19209,"[0.3333333333333333, 0.5555555555555556, 1.0]"
19210,"[0.3333333333333333, 0.5555555555555556, 1.0, 1.0]"
19211,[1.0]
19212,"[1.0, 1.0]"
19213,"[1.0, 1.0, 0.1111111111111111]"
19214,"[1.0, 1.0, 0.1111111111111111, 0.6]"
19215,[1.0]
19216,"[1.0, 0.238095238095238]"
19217,"[1.0, 0.238095238095238, 0.3333333333333333]"
19218,"[1.0, 0.238095238095238, 0.3333333333333333, 1.0]"
19219,"[1.0, 0.238095238095238, 0.3333333333333333, 1.0, 1.0]"
19220,[0.6]
19221,"[0.6, 1.0]"
19222,"[0.6, 1.0, 1.0]"
19223,"[0.6, 1.0, 1.0, 0.3333333333333333]"
19224,"[0.6, 1.0, 1.0, 0.3333333333333333, 1.0]"
19225,[0.238095238095238]
19226,"[0.238095238095238, 1.0]"
19227,"[0.238095238095238, 1.0, 1.0]"
19228,[1.0]
19229,"[1.0, 1.0]"
19230,"[1.0, 1.0, 1.0]"
19231,"[1.0, 1.0, 1.0, 1.0]"
19232,"[1.0, 1.0, 1.0, 1.0, 0.238095238095238]"
19233,[1.0]
19234,"[1.0, 1.0]"
19235,"[1.0, 1.0, 1.0]"
19236,[0.6190476190476191]
19237,"[0.6190476190476191, 1.0]"
19238,"[0.6190476190476191, 1.0, 1.0]"
19239,[0.7777777777777778]
19240,"[0.7777777777777778, 0.5384615384615384]"
19241,"[0.7777777777777778, 0.5384615384615384, 0.8095238095238095]"
19242,"[0.7777777777777778, 0.5384615384615384, 0.8095238095238095, 1.0]"
19243,[0.3333333333333333]
19244,"[0.3333333333333333, 0.8095238095238095]"
19245,"[0.3333333333333333, 0.8095238095238095, 1.0]"
19246,"[0.3333333333333333, 0.8095238095238095, 1.0, 1.0]"
19247,[1.0]
19248,"[1.0, 1.0]"
19249,"[1.0, 1.0, 1.0]"
19250,"[1.0, 1.0, 1.0, 1.0]"
19251,[0.3846153846153846]
19252,"[0.3846153846153846, 1.0]"
19253,"[0.3846153846153846, 1.0, 1.0]"
19254,"[0.3846153846153846, 1.0, 1.0, 1.0]"
19255,"[0.3846153846153846, 1.0, 1.0, 1.0, 0.2]"
19256,[1.0]
19257,"[1.0, 1.0]"
19258,"[1.0, 1.0, 1.0]"
19259,"[1.0, 1.0, 1.0, 1.0]"
19260,"[1.0, 1.0, 1.0, 1.0, 1.0]"
19261,[1.0]
19262,"[1.0, 1.0]"
19263,"[1.0, 1.0, 1.0]"
19264,"[1.0, 1.0, 1.0, 0.6666666666666666]"
19265,[1.0]
19266,"[1.0, 0.5555555555555556]"
19267,"[1.0, 0.5555555555555556, 1.0]"
19268,"[1.0, 0.5555555555555556, 1.0, 1.0]"
19269,[1.0]
19270,"[1.0, 1.0]"
19271,"[1.0, 1.0, 1.0]"
19272,"[1.0, 1.0, 1.0, 1.0]"
19273,[1.0]
19274,"[1.0, 0.3333333333333333]"
19275,"[1.0, 0.3333333333333333, 1.0]"
19276,"[1.0, 0.3333333333333333, 1.0, 0.8095238095238095]"
19277,[0.3333333333333333]
19278,"[0.3333333333333333, 0.238095238095238]"
19279,"[0.3333333333333333, 0.238095238095238, 1.0]"
19280,"[0.3333333333333333, 0.238095238095238, 1.0, 1.0]"
19281,[1.0]
19282,"[1.0, 1.0]"
19283,"[1.0, 1.0, 1.0]"
19284,"[1.0, 1.0, 1.0, 1.0]"
19285,"[1.0, 1.0, 1.0, 1.0, 0.8095238095238095]"
19286,[0.5384615384615384]
19287,"[0.5384615384615384, 1.0]"
19288,"[0.5384615384615384, 1.0, 1.0]"
19289,[1.0]
19290,"[1.0, 0.8095238095238095]"
19291,"[1.0, 0.8095238095238095, 0.8461538461538461]"
19292,"[1.0, 0.8095238095238095, 0.8461538461538461, 1.0]"
19293,"[1.0, 0.8095238095238095, 0.8461538461538461, 1.0, 1.0]"
19294,[0.8095238095238095]
19295,"[0.8095238095238095, 0.2]"
19296,"[0.8095238095238095, 0.2, 1.0]"
19297,"[0.8095238095238095, 0.2, 1.0, 1.0]"
19298,"[0.8095238095238095, 0.2, 1.0, 1.0, 0.6666666666666666]"
19299,[1.0]
19300,"[1.0, 1.0]"
19301,"[1.0, 1.0, 1.0]"
19302,"[1.0, 1.0, 1.0, 1.0]"
19303,[0.1111111111111111]
19304,"[0.1111111111111111, 0.6]"
19305,"[0.1111111111111111, 0.6, 0.3333333333333333]"
19306,"[0.1111111111111111, 0.6, 0.3333333333333333, 1.0]"
19307,[1.0]
19308,"[1.0, 1.0]"
19309,"[1.0, 1.0, 1.0]"
19310,"[1.0, 1.0, 1.0, 0.5555555555555556]"
19311,"[1.0, 1.0, 1.0, 0.5555555555555556, 0.3846153846153846]"
19312,[0.3333333333333333]
19313,"[0.3333333333333333, 1.0]"
19314,"[0.3333333333333333, 1.0, 0.1111111111111111]"
19315,"[0.3333333333333333, 1.0, 0.1111111111111111, 1.0]"
19316,"[0.3333333333333333, 1.0, 0.1111111111111111, 1.0, 1.0]"
19317,[0.6666666666666666]
19318,"[0.6666666666666666, 1.0]"
19319,"[0.6666666666666666, 1.0, 1.0]"
19320,"[0.6666666666666666, 1.0, 1.0, 0.5555555555555556]"
19321,"[0.6666666666666666, 1.0, 1.0, 0.5555555555555556, 1.0]"
19322,[0.6923076923076923]
19323,"[0.6923076923076923, 1.0]"
19324,"[0.6923076923076923, 1.0, 0.7777777777777778]"
19325,"[0.6923076923076923, 1.0, 0.7777777777777778, 1.0]"
19326,"[0.6923076923076923, 1.0, 0.7777777777777778, 1.0, 1.0]"
19327,[1.0]
19328,"[1.0, 1.0]"
19329,"[1.0, 1.0, 1.0]"
19330,"[1.0, 1.0, 1.0, 1.0]"
19331,[1.0]
19332,"[1.0, 0.3846153846153846]"
19333,"[1.0, 0.3846153846153846, 1.0]"
19334,"[1.0, 0.3846153846153846, 1.0, 1.0]"
19335,"[1.0, 0.3846153846153846, 1.0, 1.0, 1.0]"
19336,[0.5384615384615384]
19337,"[0.5384615384615384, 1.0]"
19338,"[0.5384615384615384, 1.0, 0.8095238095238095]"
19339,"[0.5384615384615384, 1.0, 0.8095238095238095, 1.0]"
19340,[0.6666666666666666]
19341,"[0.6666666666666666, 1.0]"
19342,"[0.6666666666666666, 1.0, 1.0]"
19343,"[0.6666666666666666, 1.0, 1.0, 1.0]"
19344,"[0.6666666666666666, 1.0, 1.0, 1.0, 1.0]"
19345,[1.0]
19346,"[1.0, 1.0]"
19347,"[1.0, 1.0, 0.5555555555555556]"
19348,[0.2]
19349,"[0.2, 1.0]"
19350,"[0.2, 1.0, 1.0]"
19351,"[0.2, 1.0, 1.0, 1.0]"
19352,"[0.2, 1.0, 1.0, 1.0, 0.6923076923076923]"
19353,[0.8461538461538461]
19354,"[0.8461538461538461, 1.0]"
19355,"[0.8461538461538461, 1.0, 0.6190476190476191]"
19356,"[0.8461538461538461, 1.0, 0.6190476190476191, 1.0]"
19357,"[0.8461538461538461, 1.0, 0.6190476190476191, 1.0, 1.0]"
19358,[1.0]
19359,"[1.0, 0.6666666666666666]"
19360,"[1.0, 0.6666666666666666, 1.0]"
19361,"[1.0, 0.6666666666666666, 1.0, 1.0]"
19362,[0.5384615384615384]
19363,"[0.5384615384615384, 0.6666666666666666]"
19364,"[0.5384615384615384, 0.6666666666666666, 0.3333333333333333]"
19365,"[0.5384615384615384, 0.6666666666666666, 0.3333333333333333, 1.0]"
19366,[1.0]
19367,"[1.0, 1.0]"
19368,"[1.0, 1.0, 1.0]"
19369,"[1.0, 1.0, 1.0, 1.0]"
19370,[1.0]
19371,"[1.0, 0.6666666666666666]"
19372,"[1.0, 0.6666666666666666, 1.0]"
19373,"[1.0, 0.6666666666666666, 1.0, 1.0]"
19374,[1.0]
19375,"[1.0, 0.5555555555555556]"
19376,"[1.0, 0.5555555555555556, 1.0]"
19377,"[1.0, 0.5555555555555556, 1.0, 1.0]"
19378,[1.0]
19379,"[1.0, 1.0]"
19380,"[1.0, 1.0, 0.3333333333333333]"
19381,"[1.0, 1.0, 0.3333333333333333, 1.0]"
19382,[0.6190476190476191]
19383,"[0.6190476190476191, 1.0]"
19384,"[0.6190476190476191, 1.0, 0.3333333333333333]"
19385,"[0.6190476190476191, 1.0, 0.3333333333333333, 1.0]"
19386,"[0.6190476190476191, 1.0, 0.3333333333333333, 1.0, 1.0]"
19387,[0.3333333333333333]
19388,"[0.3333333333333333, 0.8095238095238095]"
19389,"[0.3333333333333333, 0.8095238095238095, 0.3846153846153846]"
19390,"[0.3333333333333333, 0.8095238095238095, 0.3846153846153846, 1.0]"
19391,"[0.3333333333333333, 0.8095238095238095, 0.3846153846153846, 1.0, 1.0]"
19392,[1.0]
19393,"[1.0, 0.238095238095238]"
19394,"[1.0, 0.238095238095238, 1.0]"
19395,"[1.0, 0.238095238095238, 1.0, 1.0]"
19396,"[1.0, 0.238095238095238, 1.0, 1.0, 1.0]"
19397,[0.8]
19398,"[0.8, 0.5555555555555556]"
19399,"[0.8, 0.5555555555555556, 0.3846153846153846]"
19400,"[0.8, 0.5555555555555556, 0.3846153846153846, 1.0]"
19401,[0.8461538461538461]
19402,"[0.8461538461538461, 0.8095238095238095]"
19403,"[0.8461538461538461, 0.8095238095238095, 1.0]"
19404,"[0.8461538461538461, 0.8095238095238095, 1.0, 1.0]"
19405,[1.0]
19406,"[1.0, 0.5384615384615384]"
19407,"[1.0, 0.5384615384615384, 1.0]"
19408,"[1.0, 0.5384615384615384, 1.0, 0.7777777777777778]"
19409,"[1.0, 0.5384615384615384, 1.0, 0.7777777777777778, 1.0]"
19410,[1.0]
19411,"[1.0, 0.1111111111111111]"
19412,"[1.0, 0.1111111111111111, 0.8095238095238095]"
19413,"[1.0, 0.1111111111111111, 0.8095238095238095, 1.0]"
19414,[1.0]
19415,"[1.0, 1.0]"
19416,"[1.0, 1.0, 1.0]"
19417,"[1.0, 1.0, 1.0, 1.0]"
19418,[1.0]
19419,"[1.0, 1.0]"
19420,"[1.0, 1.0, 0.1111111111111111]"
19421,"[1.0, 1.0, 0.1111111111111111, 0.8095238095238095]"
19422,[0.6923076923076923]
19423,"[0.6923076923076923, 1.0]"
19424,"[0.6923076923076923, 1.0, 1.0]"
19425,"[0.6923076923076923, 1.0, 1.0, 1.0]"
19426,"[0.6923076923076923, 1.0, 1.0, 1.0, 1.0]"
19427,[1.0]
19428,"[1.0, 1.0]"
19429,"[1.0, 1.0, 1.0]"
19430,"[1.0, 1.0, 1.0, 0.6]"
19431,[0.8095238095238095]
19432,"[0.8095238095238095, 1.0]"
19433,"[0.8095238095238095, 1.0, 1.0]"
19434,[0.7777777777777778]
19435,"[0.7777777777777778, 0.7777777777777778]"
19436,"[0.7777777777777778, 0.7777777777777778, 1.0]"
19437,"[0.7777777777777778, 0.7777777777777778, 1.0, 1.0]"
19438,[1.0]
19439,"[1.0, 1.0]"
19440,"[1.0, 1.0, 0.4285714285714285]"
19441,"[1.0, 1.0, 0.4285714285714285, 1.0]"
19442,[0.8095238095238095]
19443,"[0.8095238095238095, 0.5384615384615384]"
19444,"[0.8095238095238095, 0.5384615384615384, 1.0]"
19445,"[0.8095238095238095, 0.5384615384615384, 1.0, 0.5555555555555556]"
19446,[0.3846153846153846]
19447,"[0.3846153846153846, 1.0]"
19448,"[0.3846153846153846, 1.0, 1.0]"
19449,"[0.3846153846153846, 1.0, 1.0, 1.0]"
19450,[1.0]
19451,"[1.0, 1.0]"
19452,"[1.0, 1.0, 1.0]"
19453,"[1.0, 1.0, 1.0, 1.0]"
19454,[0.5384615384615384]
19455,"[0.5384615384615384, 1.0]"
19456,"[0.5384615384615384, 1.0, 0.8095238095238095]"
19457,"[0.5384615384615384, 1.0, 0.8095238095238095, 1.0]"
19458,[0.6666666666666666]
19459,"[0.6666666666666666, 1.0]"
19460,"[0.6666666666666666, 1.0, 0.3333333333333333]"
19461,"[0.6666666666666666, 1.0, 0.3333333333333333, 1.0]"
19462,"[0.6666666666666666, 1.0, 0.3333333333333333, 1.0, 0.3846153846153846]"
19463,[1.0]
19464,"[1.0, 0.6923076923076923]"
19465,"[1.0, 0.6923076923076923, 1.0]"
19466,"[1.0, 0.6923076923076923, 1.0, 0.3333333333333333]"
19467,"[1.0, 0.6923076923076923, 1.0, 0.3333333333333333, 0.238095238095238]"
19468,[0.5555555555555556]
19469,"[0.5555555555555556, 1.0]"
19470,"[0.5555555555555556, 1.0, 1.0]"
19471,"[0.5555555555555556, 1.0, 1.0, 0.3846153846153846]"
19472,"[0.5555555555555556, 1.0, 1.0, 0.3846153846153846, 1.0]"
19473,[0.3333333333333333]
19474,"[0.3333333333333333, 1.0]"
19475,"[0.3333333333333333, 1.0, 1.0]"
19476,"[0.3333333333333333, 1.0, 1.0, 1.0]"
19477,[1.0]
19478,"[1.0, 1.0]"
19479,"[1.0, 1.0, 0.8]"
19480,"[1.0, 1.0, 0.8, 0.8095238095238095]"
19481,"[1.0, 1.0, 0.8, 0.8095238095238095, 1.0]"
19482,[0.8095238095238095]
19483,"[0.8095238095238095, 0.3846153846153846]"
19484,"[0.8095238095238095, 0.3846153846153846, 1.0]"
19485,"[0.8095238095238095, 0.3846153846153846, 1.0, 1.0]"
19486,"[0.8095238095238095, 0.3846153846153846, 1.0, 1.0, 1.0]"
19487,[1.0]
19488,"[1.0, 0.8461538461538461]"
19489,"[1.0, 0.8461538461538461, 0.238095238095238]"
19490,"[1.0, 0.8461538461538461, 0.238095238095238, 1.0]"
19491,"[1.0, 0.8461538461538461, 0.238095238095238, 1.0, 1.0]"
19492,[1.0]
19493,"[1.0, 0.6190476190476191]"
19494,"[1.0, 0.6190476190476191, 1.0]"
19495,"[1.0, 0.6190476190476191, 1.0, 1.0]"
19496,"[1.0, 0.6190476190476191, 1.0, 1.0, 0.3846153846153846]"
19497,[0.3333333333333333]
19498,"[0.3333333333333333, 1.0]"
19499,"[0.3333333333333333, 1.0, 1.0]"
19500,"[0.3333333333333333, 1.0, 1.0, 0.5555555555555556]"
19501,"[0.3333333333333333, 1.0, 1.0, 0.5555555555555556, 1.0]"
19502,[0.8]
19503,"[0.8, 1.0]"
19504,"[0.8, 1.0, 1.0]"
19505,"[0.8, 1.0, 1.0, 0.3333333333333333]"
19506,[1.0]
19507,"[1.0, 1.0]"
19508,"[1.0, 1.0, 1.0]"
19509,"[1.0, 1.0, 1.0, 0.6]"
19510,"[1.0, 1.0, 1.0, 0.6, 0.5555555555555556]"
19511,[1.0]
19512,"[1.0, 1.0]"
19513,"[1.0, 1.0, 1.0]"
19514,"[1.0, 1.0, 1.0, 1.0]"
19515,"[1.0, 1.0, 1.0, 1.0, 1.0]"
19516,[0.6923076923076923]
19517,"[0.6923076923076923, 1.0]"
19518,"[0.6923076923076923, 1.0, 1.0]"
19519,"[0.6923076923076923, 1.0, 1.0, 1.0]"
19520,[1.0]
19521,"[1.0, 1.0]"
19522,"[1.0, 1.0, 1.0]"
19523,"[1.0, 1.0, 1.0, 0.3846153846153846]"
19524,"[1.0, 1.0, 1.0, 0.3846153846153846, 0.3333333333333333]"
19525,[0.1111111111111111]
19526,"[0.1111111111111111, 1.0]"
19527,"[0.1111111111111111, 1.0, 1.0]"
19528,[1.0]
19529,"[1.0, 1.0]"
19530,"[1.0, 1.0, 1.0]"
19531,"[1.0, 1.0, 1.0, 1.0]"
19532,[0.2]
19533,"[0.2, 0.6666666666666666]"
19534,"[0.2, 0.6666666666666666, 0.1111111111111111]"
19535,"[0.2, 0.6666666666666666, 0.1111111111111111, 1.0]"
19536,"[0.2, 0.6666666666666666, 0.1111111111111111, 1.0, 1.0]"
19537,[1.0]
19538,"[1.0, 1.0]"
19539,"[1.0, 1.0, 1.0]"
19540,"[1.0, 1.0, 1.0, 1.0]"
19541,[0.2]
19542,"[0.2, 0.3846153846153846]"
19543,"[0.2, 0.3846153846153846, 1.0]"
19544,"[0.2, 0.3846153846153846, 1.0, 1.0]"
19545,"[0.2, 0.3846153846153846, 1.0, 1.0, 1.0]"
19546,[0.8]
19547,"[0.8, 1.0]"
19548,"[0.8, 1.0, 0.1111111111111111]"
19549,[1.0]
19550,"[1.0, 0.6666666666666666]"
19551,"[1.0, 0.6666666666666666, 1.0]"
19552,"[1.0, 0.6666666666666666, 1.0, 1.0]"
19553,"[1.0, 0.6666666666666666, 1.0, 1.0, 1.0]"
19554,[1.0]
19555,"[1.0, 1.0]"
19556,"[1.0, 1.0, 1.0]"
19557,"[1.0, 1.0, 1.0, 0.5384615384615384]"
19558,[0.3846153846153846]
19559,"[0.3846153846153846, 0.5555555555555556]"
19560,"[0.3846153846153846, 0.5555555555555556, 0.6]"
19561,"[0.3846153846153846, 0.5555555555555556, 0.6, 1.0]"
19562,"[0.3846153846153846, 0.5555555555555556, 0.6, 1.0, 1.0]"
19563,[0.3333333333333333]
19564,"[0.3333333333333333, 1.0]"
19565,"[0.3333333333333333, 1.0, 1.0]"
19566,"[0.3333333333333333, 1.0, 1.0, 1.0]"
19567,"[0.3333333333333333, 1.0, 1.0, 1.0, 0.3846153846153846]"
19568,[1.0]
19569,"[1.0, 0.1111111111111111]"
19570,"[1.0, 0.1111111111111111, 0.4285714285714285]"
19571,"[1.0, 0.1111111111111111, 0.4285714285714285, 1.0]"
19572,[1.0]
19573,"[1.0, 1.0]"
19574,"[1.0, 1.0, 0.7777777777777778]"
19575,"[1.0, 1.0, 0.7777777777777778, 1.0]"
19576,"[1.0, 1.0, 0.7777777777777778, 1.0, 0.6923076923076923]"
19577,[1.0]
19578,"[1.0, 0.2]"
19579,"[1.0, 0.2, 0.6190476190476191]"
19580,"[1.0, 0.2, 0.6190476190476191, 0.7777777777777778]"
19581,"[1.0, 0.2, 0.6190476190476191, 0.7777777777777778, 1.0]"
19582,[0.4285714285714285]
19583,"[0.4285714285714285, 1.0]"
19584,"[0.4285714285714285, 1.0, 1.0]"
19585,"[0.4285714285714285, 1.0, 1.0, 1.0]"
19586,[1.0]
19587,"[1.0, 0.4285714285714285]"
19588,"[1.0, 0.4285714285714285, 0.6666666666666666]"
19589,"[1.0, 0.4285714285714285, 0.6666666666666666, 0.5555555555555556]"
19590,"[1.0, 0.4285714285714285, 0.6666666666666666, 0.5555555555555556, 0.5384615384615384]"
19591,[1.0]
19592,"[1.0, 1.0]"
19593,"[1.0, 1.0, 1.0]"
19594,"[1.0, 1.0, 1.0, 0.3333333333333333]"
19595,[1.0]
19596,"[1.0, 0.3333333333333333]"
19597,"[1.0, 0.3333333333333333, 1.0]"
19598,"[1.0, 0.3333333333333333, 1.0, 0.3333333333333333]"
19599,"[1.0, 0.3333333333333333, 1.0, 0.3333333333333333, 1.0]"
19600,[0.5384615384615384]
19601,"[0.5384615384615384, 0.3333333333333333]"
19602,"[0.5384615384615384, 0.3333333333333333, 0.7777777777777778]"
19603,"[0.5384615384615384, 0.3333333333333333, 0.7777777777777778, 1.0]"
19604,"[0.5384615384615384, 0.3333333333333333, 0.7777777777777778, 1.0, 0.8095238095238095]"
19605,[0.3333333333333333]
19606,"[0.3333333333333333, 0.1111111111111111]"
19607,"[0.3333333333333333, 0.1111111111111111, 1.0]"
19608,"[0.3333333333333333, 0.1111111111111111, 1.0, 1.0]"
19609,"[0.3333333333333333, 0.1111111111111111, 1.0, 1.0, 1.0]"
19610,[1.0]
19611,"[1.0, 0.6666666666666666]"
19612,"[1.0, 0.6666666666666666, 0.1111111111111111]"
19613,"[1.0, 0.6666666666666666, 0.1111111111111111, 0.3846153846153846]"
19614,[0.3846153846153846]
19615,"[0.3846153846153846, 0.7777777777777778]"
19616,"[0.3846153846153846, 0.7777777777777778, 1.0]"
19617,"[0.3846153846153846, 0.7777777777777778, 1.0, 1.0]"
19618,"[0.3846153846153846, 0.7777777777777778, 1.0, 1.0, 1.0]"
19619,[0.3333333333333333]
19620,"[0.3333333333333333, 1.0]"
19621,"[0.3333333333333333, 1.0, 1.0]"
19622,"[0.3333333333333333, 1.0, 1.0, 0.2]"
19623,[1.0]
19624,"[1.0, 0.8461538461538461]"
19625,"[1.0, 0.8461538461538461, 1.0]"
19626,[1.0]
19627,"[1.0, 0.2]"
19628,"[1.0, 0.2, 1.0]"
19629,"[1.0, 0.2, 1.0, 0.6190476190476191]"
19630,"[1.0, 0.2, 1.0, 0.6190476190476191, 0.6666666666666666]"
19631,[1.0]
19632,"[1.0, 1.0]"
19633,"[1.0, 1.0, 1.0]"
19634,"[1.0, 1.0, 1.0, 0.3333333333333333]"
19635,[1.0]
19636,"[1.0, 0.3333333333333333]"
19637,"[1.0, 0.3333333333333333, 1.0]"
19638,"[1.0, 0.3333333333333333, 1.0, 1.0]"
19639,[0.8461538461538461]
19640,"[0.8461538461538461, 1.0]"
19641,"[0.8461538461538461, 1.0, 1.0]"
19642,"[0.8461538461538461, 1.0, 1.0, 0.6666666666666666]"
19643,"[0.8461538461538461, 1.0, 1.0, 0.6666666666666666, 1.0]"
19644,[0.6190476190476191]
19645,"[0.6190476190476191, 1.0]"
19646,"[0.6190476190476191, 1.0, 1.0]"
19647,"[0.6190476190476191, 1.0, 1.0, 1.0]"
19648,[1.0]
19649,"[1.0, 1.0]"
19650,"[1.0, 1.0, 1.0]"
19651,[0.6923076923076923]
19652,"[0.6923076923076923, 1.0]"
19653,"[0.6923076923076923, 1.0, 1.0]"
19654,"[0.6923076923076923, 1.0, 1.0, 0.6]"
19655,"[0.6923076923076923, 1.0, 1.0, 0.6, 1.0]"
19656,[0.3846153846153846]
19657,"[0.3846153846153846, 1.0]"
19658,"[0.3846153846153846, 1.0, 0.5555555555555556]"
19659,"[0.3846153846153846, 1.0, 0.5555555555555556, 1.0]"
19660,[1.0]
19661,"[1.0, 1.0]"
19662,"[1.0, 1.0, 1.0]"
19663,"[1.0, 1.0, 1.0, 0.1111111111111111]"
19664,[1.0]
19665,"[1.0, 1.0]"
19666,"[1.0, 1.0, 1.0]"
19667,"[1.0, 1.0, 1.0, 1.0]"
19668,[0.238095238095238]
19669,"[0.238095238095238, 0.5555555555555556]"
19670,"[0.238095238095238, 0.5555555555555556, 0.3846153846153846]"
19671,"[0.238095238095238, 0.5555555555555556, 0.3846153846153846, 1.0]"
19672,[0.3333333333333333]
19673,"[0.3333333333333333, 1.0]"
19674,"[0.3333333333333333, 1.0, 0.1111111111111111]"
19675,"[0.3333333333333333, 1.0, 0.1111111111111111, 1.0]"
19676,[1.0]
19677,"[1.0, 1.0]"
19678,"[1.0, 1.0, 1.0]"
19679,"[1.0, 1.0, 1.0, 1.0]"
19680,"[1.0, 1.0, 1.0, 1.0, 0.5555555555555556]"
19681,[1.0]
19682,"[1.0, 1.0]"
19683,"[1.0, 1.0, 1.0]"
19684,"[1.0, 1.0, 1.0, 0.1111111111111111]"
19685,[1.0]
19686,"[1.0, 1.0]"
19687,"[1.0, 1.0, 1.0]"
19688,"[1.0, 1.0, 1.0, 0.3333333333333333]"
19689,"[1.0, 1.0, 1.0, 0.3333333333333333, 1.0]"
19690,[1.0]
19691,"[1.0, 1.0]"
19692,"[1.0, 1.0, 0.6]"
19693,"[1.0, 1.0, 0.6, 0.3333333333333333]"
19694,"[1.0, 1.0, 0.6, 0.3333333333333333, 1.0]"
19695,[1.0]
19696,"[1.0, 0.3333333333333333]"
19697,"[1.0, 0.3333333333333333, 1.0]"
19698,"[1.0, 0.3333333333333333, 1.0, 1.0]"
19699,"[1.0, 0.3333333333333333, 1.0, 1.0, 0.4285714285714285]"
19700,[1.0]
19701,"[1.0, 1.0]"
19702,"[1.0, 1.0, 1.0]"
19703,[1.0]
19704,"[1.0, 1.0]"
19705,"[1.0, 1.0, 1.0]"
19706,"[1.0, 1.0, 1.0, 1.0]"
19707,"[1.0, 1.0, 1.0, 1.0, 1.0]"
19708,[1.0]
19709,"[1.0, 0.1111111111111111]"
19710,"[1.0, 0.1111111111111111, 0.8]"
19711,"[1.0, 0.1111111111111111, 0.8, 1.0]"
19712,"[1.0, 0.1111111111111111, 0.8, 1.0, 1.0]"
19713,[0.2]
19714,"[0.2, 1.0]"
19715,"[0.2, 1.0, 1.0]"
19716,"[0.2, 1.0, 1.0, 0.4285714285714285]"
19717,"[0.2, 1.0, 1.0, 0.4285714285714285, 1.0]"
19718,[1.0]
19719,"[1.0, 0.6666666666666666]"
19720,"[1.0, 0.6666666666666666, 0.3333333333333333]"
19721,[0.5555555555555556]
19722,"[0.5555555555555556, 0.7777777777777778]"
19723,"[0.5555555555555556, 0.7777777777777778, 1.0]"
19724,"[0.5555555555555556, 0.7777777777777778, 1.0, 1.0]"
19725,[1.0]
19726,"[1.0, 1.0]"
19727,"[1.0, 1.0, 1.0]"
19728,"[1.0, 1.0, 1.0, 0.6190476190476191]"
19729,[1.0]
19730,"[1.0, 0.7777777777777778]"
19731,"[1.0, 0.7777777777777778, 1.0]"
19732,"[1.0, 0.7777777777777778, 1.0, 1.0]"
19733,[0.8461538461538461]
19734,"[0.8461538461538461, 0.8095238095238095]"
19735,"[0.8461538461538461, 0.8095238095238095, 1.0]"
19736,"[0.8461538461538461, 0.8095238095238095, 1.0, 0.6]"
19737,[1.0]
19738,"[1.0, 1.0]"
19739,"[1.0, 1.0, 0.238095238095238]"
19740,"[1.0, 1.0, 0.238095238095238, 1.0]"
19741,[1.0]
19742,"[1.0, 0.1111111111111111]"
19743,"[1.0, 0.1111111111111111, 0.5555555555555556]"
19744,"[1.0, 0.1111111111111111, 0.5555555555555556, 1.0]"
19745,"[1.0, 0.1111111111111111, 0.5555555555555556, 1.0, 1.0]"
19746,[0.3333333333333333]
19747,"[0.3333333333333333, 1.0]"
19748,"[0.3333333333333333, 1.0, 1.0]"
19749,"[0.3333333333333333, 1.0, 1.0, 1.0]"
19750,[0.6666666666666666]
19751,"[0.6666666666666666, 1.0]"
19752,"[0.6666666666666666, 1.0, 1.0]"
19753,[1.0]
19754,"[1.0, 1.0]"
